"","KLP","DESCR","PROCYEAR","PROCMTH","REG","DESTCTRY","POD","VAL","NETWT","SITC","DESTCTRY_L","POD_LABEL","HSCODE","PROVINSI"
"6481","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Asia Timur","KR","IDBLW",213396,47400,"07111","KOREA, REPUBLIC OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6482","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Asia Timur","TW","IDBLW",235702,55160,"07111","TAIWAN","BELAWAN","09011110","12 SUMATERA UTARA"
"6483","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Australia & Oceania","AU","IDBLW",670493,134400,"07111","AUSTRALIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6484","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Australia & Oceania","NZ","IDBLW",71040,19200,"07111","NEW ZEALAND","BELAWAN","09011110","12 SUMATERA UTARA"
"6485","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Eropa Barat","BE","IDBLW",819735.25,259200,"07111","BELGIUM","BELAWAN","09011110","12 SUMATERA UTARA"
"6486","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Eropa Barat","DE","IDBLW",839554.864,208800,"07111","GERMANY, FED. REP. OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6487","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Eropa Barat","DE","IDCGK",9360,130,"07111","GERMANY, FED. REP. OF","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6488","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Eropa Barat","FR","IDBLW",92130,19200,"07111","FRANCE","BELAWAN","09011110","12 SUMATERA UTARA"
"6489","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Eropa Barat","GB","IDBLW",554142,115000,"07111","UNITED KINGDOM","BELAWAN","09011110","12 SUMATERA UTARA"
"6490","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Eropa Barat","IE","IDBLW",81408,19200,"07111","IRELAND","BELAWAN","09011110","12 SUMATERA UTARA"
"6491","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"07","Eropa Barat","NL","IDBLW",388902.57,117600,"07111","NETHERLANDS","BELAWAN","09011110","12 SUMATERA UTARA"
"6492","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Amerika Tengah dan Selatan","MX","IDBLW",93926.4,19200,"07111","MEXICO","BELAWAN","09011110","12 SUMATERA UTARA"
"6493","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Amerika Utara","CA","IDBLW",498035.52,115200,"07111","CANADA","BELAWAN","09011110","12 SUMATERA UTARA"
"6494","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Amerika Utara","US","IDBLW",11945329.696,2609700,"07111","UNITED STATES","BELAWAN","09011110","12 SUMATERA UTARA"
"6495","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Amerika Utara","US","IDCGK",1097,40,"07111","UNITED STATES","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6496","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Amerika Utara","US","IDKNO",280,40,"07111","UNITED STATES","KUALA NAMU INTERNATIONAL AIRPORT (U)","09011110","12 SUMATERA UTARA"
"6497","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Barat","IL","IDCGK",59.041,31,"07111","ISRAEL","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6498","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Barat","SA","IDBLW",214680,24000,"07111","SAUDI ARABIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6499","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Barat","SA","IDCGK",30,60,"07111","SAUDI ARABIA","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6500","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Selatan dan Tenggara","IN","IDBLW",4260,600,"07111","INDIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6501","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Selatan dan Tenggara","MY","IDBLW",127848.5,87300,"07111","MALAYSIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6502","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Selatan dan Tenggara","SG","IDBLW",16538.08,6600,"07111","SINGAPORE","BELAWAN","09011110","12 SUMATERA UTARA"
"6503","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Selatan dan Tenggara","VN","IDBLW",338976,209520,"07111","VIET NAM","BELAWAN","09011110","12 SUMATERA UTARA"
"6504","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Timur","CN","IDBLW",339110,84600,"07111","CHINA","BELAWAN","09011110","12 SUMATERA UTARA"
"6505","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Timur","CN","IDCGK",2,1.3,"07111","CHINA","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6506","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Timur","HK","IDCGK",500,10,"07111","HONG KONG","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6507","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Timur","JP","IDBLW",1361419.854,269790,"07111","JAPAN","BELAWAN","09011110","12 SUMATERA UTARA"
"6508","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Timur","KR","IDBLW",357264,67380,"07111","KOREA, REPUBLIC OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6509","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Asia Timur","TW","IDBLW",546915,112110,"07111","TAIWAN","BELAWAN","09011110","12 SUMATERA UTARA"
"6510","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Australia & Oceania","AU","IDBLW",527636,115200,"07111","AUSTRALIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6511","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Australia & Oceania","NZ","IDBLW",163200,37200,"07111","NEW ZEALAND","BELAWAN","09011110","12 SUMATERA UTARA"
"6512","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Eropa Barat","BE","IDBLW",1615629.9,360000,"07111","BELGIUM","BELAWAN","09011110","12 SUMATERA UTARA"
"6513","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Eropa Barat","DE","IDBLW",686734.54,152700,"07111","GERMANY, FED. REP. OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6514","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Eropa Barat","DE","IDCGK",7201,101.8,"07111","GERMANY, FED. REP. OF","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6515","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Eropa Barat","GB","IDBLW",98880,19200,"07111","UNITED KINGDOM","BELAWAN","09011110","12 SUMATERA UTARA"
"6516","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Eropa Barat","IE","IDBLW",75360,19200,"07111","IRELAND","BELAWAN","09011110","12 SUMATERA UTARA"
"6517","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Eropa Barat","NL","IDBLW",103680,19200,"07111","NETHERLANDS","BELAWAN","09011110","12 SUMATERA UTARA"
"6518","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"08","Eropa Timur","PL","IDCGK",900,20,"07111","POLAND","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6519","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Afrika","ZA","IDBLW",101760,19200,"07111","SOUTH AFRICA","BELAWAN","09011110","12 SUMATERA UTARA"
"6520","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Amerika Tengah dan Selatan","MX","IDBLW",253440,57600,"07111","MEXICO","BELAWAN","09011110","12 SUMATERA UTARA"
"6521","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Amerika Utara","CA","IDBLW",996203.14,211200,"07111","CANADA","BELAWAN","09011110","12 SUMATERA UTARA"
"6522","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Amerika Utara","US","IDBLW",6467539.404,1446360,"07111","UNITED STATES","BELAWAN","09011110","12 SUMATERA UTARA"
"6523","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Amerika Utara","US","IDCGK",880,40,"07111","UNITED STATES","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6524","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Barat","AE","IDBLW",8625,1350,"07111","UNITED ARAB EMIRATES","BELAWAN","09011110","12 SUMATERA UTARA"
"6525","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Barat","AE","IDCGK",1800,300,"07111","UNITED ARAB EMIRATES","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6526","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Barat","IL","IDBLW",34635,38400,"07111","ISRAEL","BELAWAN","09011110","12 SUMATERA UTARA"
"6527","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Selatan dan Tenggara","IN","IDBLW",34656.6,6000,"07111","INDIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6528","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Selatan dan Tenggara","MY","IDBLW",196437.456,80580,"07111","MALAYSIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6529","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Selatan dan Tenggara","MY","IDCGK",1,1.2,"07111","MALAYSIA","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6530","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Selatan dan Tenggara","SG","IDBLW",53973.5,21152,"07111","SINGAPORE","BELAWAN","09011110","12 SUMATERA UTARA"
"6531","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Selatan dan Tenggara","TH","IDBLW",66625,12320,"07111","THAILAND","BELAWAN","09011110","12 SUMATERA UTARA"
"6532","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Selatan dan Tenggara","VN","IDBLW",216000,108000,"07111","VIET NAM","BELAWAN","09011110","12 SUMATERA UTARA"
"6533","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Timur","CN","IDBLW",395073.44,87480,"07111","CHINA","BELAWAN","09011110","12 SUMATERA UTARA"
"6534","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Timur","HK","IDBLW",14640,2400,"07111","HONG KONG","BELAWAN","09011110","12 SUMATERA UTARA"
"6535","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Timur","JP","IDBLW",829962.821,143975,"07111","JAPAN","BELAWAN","09011110","12 SUMATERA UTARA"
"6536","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Timur","JP","IDCGK",38,2,"07111","JAPAN","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6537","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Timur","KR","IDBLW",204955.05,39415,"07111","KOREA, REPUBLIC OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6538","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Asia Timur","TW","IDBLW",326769,80710,"07111","TAIWAN","BELAWAN","09011110","12 SUMATERA UTARA"
"6539","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Australia & Oceania","AU","IDBLW",309120,76800,"07111","AUSTRALIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6540","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Barat","BE","IDBLW",1244633.34,279200,"07111","BELGIUM","BELAWAN","09011110","12 SUMATERA UTARA"
"6541","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Barat","DE","IDBLW",636744.79,235920,"07111","GERMANY, FED. REP. OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6542","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Barat","DE","IDCGK",16000,220,"07111","GERMANY, FED. REP. OF","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6543","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Barat","ES","IDCGK",9420,120,"07111","SPAIN","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6544","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Barat","GB","IDBLW",668029.4,136800,"07111","UNITED KINGDOM","BELAWAN","09011110","12 SUMATERA UTARA"
"6545","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Barat","IE","IDBLW",105600,19200,"07111","IRELAND","BELAWAN","09011110","12 SUMATERA UTARA"
"6546","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Barat","IT","IDCGK",1350,30,"07111","ITALY","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6547","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Barat","NL","IDBLW",719048.67,149400,"07111","NETHERLANDS","BELAWAN","09011110","12 SUMATERA UTARA"
"6548","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Timur","LV","IDBLW",62652,9600,"07111","LATVIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6549","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"09","Eropa Timur","RO","IDCGK",0.226,10.75,"07111","ROMANIA","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6550","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Afrika","ZA","IDBLW",153792,38400,"07111","SOUTH AFRICA","BELAWAN","09011110","12 SUMATERA UTARA"
"6551","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Amerika Utara","CA","IDBLW",775239.03,158100,"07111","CANADA","BELAWAN","09011110","12 SUMATERA UTARA"
"6552","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Amerika Utara","US","IDBLW",8850229.589,1843227.2,"07111","UNITED STATES","BELAWAN","09011110","12 SUMATERA UTARA"
"6553","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Amerika Utara","US","IDCGK",630,40,"07111","UNITED STATES","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6554","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Asia Barat","IL","IDBLW",203745.02,38400,"07111","ISRAEL","BELAWAN","09011110","12 SUMATERA UTARA"
"6555","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Asia Selatan dan Tenggara","MY","IDBLW",359763.858,171840,"07111","MALAYSIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6556","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Asia Selatan dan Tenggara","SG","IDBLW",65236.74,17820,"07111","SINGAPORE","BELAWAN","09011110","12 SUMATERA UTARA"
"6557","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Asia Selatan dan Tenggara","VN","IDBLW",656649.6,353520,"07111","VIET NAM","BELAWAN","09011110","12 SUMATERA UTARA"
"6558","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Asia Timur","CN","IDBLW",236675.04,52410,"07111","CHINA","BELAWAN","09011110","12 SUMATERA UTARA"
"6559","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Asia Timur","HK","IDBLW",46575.679,9000,"07111","HONG KONG","BELAWAN","09011110","12 SUMATERA UTARA"
"6560","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Asia Timur","JP","IDBLW",1092869.34,227500,"07111","JAPAN","BELAWAN","09011110","12 SUMATERA UTARA"
"6561","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Asia Timur","KR","IDBLW",338941.5,65700,"07111","KOREA, REPUBLIC OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6562","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Asia Timur","TW","IDBLW",203985,39900,"07111","TAIWAN","BELAWAN","09011110","12 SUMATERA UTARA"
"6563","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Australia & Oceania","AU","IDBLW",100318.08,19200,"07111","AUSTRALIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6564","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Australia & Oceania","NZ","IDBLW",95040,19200,"07111","NEW ZEALAND","BELAWAN","09011110","12 SUMATERA UTARA"
"6565","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","BE","IDBLW",877837.41,168800,"07111","BELGIUM","BELAWAN","09011110","12 SUMATERA UTARA"
"6566","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","DE","IDBLW",1368445.113,332640,"07111","GERMANY, FED. REP. OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6567","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","DE","IDCGK",4320,60,"07111","GERMANY, FED. REP. OF","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6568","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","DK","IDBLW",95030,21500,"07111","DENMARK","BELAWAN","09011110","12 SUMATERA UTARA"
"6569","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","FR","IDCGK",2000,50,"07111","FRANCE","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6570","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","GB","IDBLW",254400,57600,"07111","UNITED KINGDOM","BELAWAN","09011110","12 SUMATERA UTARA"
"6571","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","IE","IDBLW",106560,19200,"07111","IRELAND","BELAWAN","09011110","12 SUMATERA UTARA"
"6572","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","NL","IDBLW",507501.081,115200,"07111","NETHERLANDS","BELAWAN","09011110","12 SUMATERA UTARA"
"6573","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","NL","IDCGK",807,22.1,"07111","NETHERLANDS","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6574","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Barat","NO","IDBLW",126733.03,21600,"07111","NORWAY","BELAWAN","09011110","12 SUMATERA UTARA"
"6575","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"10","Eropa Timur","PL","IDCGK",500,10,"07111","POLAND","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6576","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Amerika Utara","CA","IDBLW",780739.01,134400,"07111","CANADA","BELAWAN","09011110","12 SUMATERA UTARA"
"6577","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Amerika Utara","US","IDBLW",9747839.118,1981020,"07111","UNITED STATES","BELAWAN","09011110","12 SUMATERA UTARA"
"6578","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Amerika Utara","US","IDCGK",1626,146,"07111","UNITED STATES","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6579","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Barat","IL","IDBLW",107136,19200,"07111","ISRAEL","BELAWAN","09011110","12 SUMATERA UTARA"
"6580","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Selatan dan Tenggara","IN","IDBLW",105064,19200,"07111","INDIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6581","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Selatan dan Tenggara","MY","IDBLW",490658.332,178260,"07111","MALAYSIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6582","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Selatan dan Tenggara","SG","IDBLW",81120,36000,"07111","SINGAPORE","BELAWAN","09011110","12 SUMATERA UTARA"
"6583","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Selatan dan Tenggara","SG","IDCGK",26.1,1.5,"07111","SINGAPORE","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6584","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Selatan dan Tenggara","VN","IDBLW",366300,156000,"07111","VIET NAM","BELAWAN","09011110","12 SUMATERA UTARA"
"6585","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Timur","CN","IDBLW",727722,133790,"07111","CHINA","BELAWAN","09011110","12 SUMATERA UTARA"
"6586","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Timur","CN","IDCGK",7075.222,104.5,"07111","CHINA","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6587","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Timur","HK","IDCGK",286.65,8.5,"07111","HONG KONG","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6588","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Timur","JP","IDBLW",1124404.56,212940,"07111","JAPAN","BELAWAN","09011110","12 SUMATERA UTARA"
"6589","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Timur","JP","IDCGK",602.703,24,"07111","JAPAN","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6590","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Timur","JP","IDTPP",4276.92,341,"07111","JAPAN","TANJUNG PRIOK","09011110","12 SUMATERA UTARA"
"6591","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Timur","KR","IDBLW",391500,71400,"07111","KOREA, REPUBLIC OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6592","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Asia Timur","TW","IDBLW",255318,44985,"07111","TAIWAN","BELAWAN","09011110","12 SUMATERA UTARA"
"6593","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Australia & Oceania","AU","IDBLW",526489.416,94800,"07111","AUSTRALIA","BELAWAN","09011110","12 SUMATERA UTARA"
"6594","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Australia & Oceania","NZ","IDBLW",86400,19200,"07111","NEW ZEALAND","BELAWAN","09011110","12 SUMATERA UTARA"
"6595","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Eropa Barat","BE","IDBLW",1046958.51,187200,"07111","BELGIUM","BELAWAN","09011110","12 SUMATERA UTARA"
"6596","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Eropa Barat","BE","IDCGK",4500,50,"07111","BELGIUM","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6597","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Eropa Barat","DE","IDBLW",943310.083,225800,"07111","GERMANY, FED. REP. OF","BELAWAN","09011110","12 SUMATERA UTARA"
"6598","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Eropa Barat","DE","IDCGK",13,9.5,"07111","GERMANY, FED. REP. OF","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6599","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Eropa Barat","FR","IDCGK",2000,50,"07111","FRANCE","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6600","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Eropa Barat","GB","IDBLW",534200,96800,"07111","UNITED KINGDOM","BELAWAN","09011110","12 SUMATERA UTARA"
"6601","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Eropa Barat","GB","IDCGK",2000,50,"07111","UNITED KINGDOM","SOEKARNO-HATTA (U)","09011110","12 SUMATERA UTARA"
"6602","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2021,"11","Eropa Barat","IE","IDBLW",110340,19200,"07111","IRELAND","BELAWAN","09011110","12 SUMATERA UTARA"
